,reporting_date,total_cases,new_cases_today,total_tests,new_tests_today,total_deaths,new_deaths_today,OLD_deaths,total_recovered,new_recovered_today,intensive_care_right_now,emergency_calls,information_calls,persons_in_quarantine,persons_in_home_isolation,tests_for_case_definition,tests_upon_request,tests_done_before_today_and_reported_today,rapid_tests,infected_asymptomatic,infected_hospitalized,infected_positive_retests,persons_in_institutional_isolation,persons_in_home_quarantine,persons_in_institutional_quarantine,romania_population_2020
444,2021-09-03,1103198,1520,9143856.0,16943.0,34650.0,33.0,,1057522.0,600.0,345.0,1033.0,559.0,,9242.0,5951.0,10992.0,,26352.0,,2772.0,262.0,2586.0,55034.0,52.0,19317984
445,2021-09-02,1101678,1470,9126913.0,16293.0,34617.0,26.0,,1056922.0,1030.0,322.0,1116.0,624.0,,8545.0,6831.0,9462.0,,24384.0,,2642.0,173.0,2557.0,55196.0,58.0,19317984
446,2021-09-01,1100208,1443,9110620.0,18198.0,34591.0,21.0,,1055892.0,833.0,293.0,1100.0,600.0,,7977.0,7349.0,10849.0,,24649.0,,2455.0,197.0,2446.0,54031.0,51.0,19317984
447,2021-08-31,1098765,1313,9092422.0,17675.0,34570.0,31.0,,1055059.0,642.0,291.0,1129.0,845.0,,7378.0,7542.0,10133.0,,28145.0,,2303.0,174.0,2253.0,53200.0,47.0,19317984
448,2021-08-30,1097452,699,9074747.0,4904.0,34539.0,11.0,,1054417.0,171.0,280.0,635.0,,,6989.0,2075.0,2827.0,,11179.0,,2131.0,66.0,2115.0,52309.0,45.0,19317984
449,2021-08-29,1096753,868,9069843.0,12314.0,34528.0,19.0,,1054246.0,272.0,269.0,595.0,,,6567.0,2865.0,9449.0,,18650.0,,1938.0,87.0,1956.0,53842.0,47.0,19317984
450,2021-08-28,1095885,1015,9057529.0,16130.0,34509.0,19.0,,1053974.0,467.0,243.0,805.0,1319.0,,6190.0,4834.0,11296.0,,27756.0,,1815.0,127.0,1849.0,54970.0,52.0,19317984
451,2021-08-27,1094870,946,9041399.0,15339.0,34490.0,19.0,,1053507.0,416.0,238.0,716.0,600.0,,5456.0,5179.0,10160.0,,24661.0,,1763.0,145.0,1783.0,56972.0,63.0,19317984
452,2021-08-26,1093924,953,9026060.0,14174.0,34471.0,18.0,1.0,1053091.0,613.0,228.0,806.0,533.0,,5020.0,5908.0,8266.0,,21417.0,,1658.0,143.0,1703.0,58480.0,63.0,19317984
453,2021-08-25,1092971,849,9011886.0,15547.0,34453.0,14.0,,1052478.0,0.0,212.0,924.0,570.0,,4619.0,6289.0,9258.0,,21451.0,,1564.0,143.0,1581.0,60001.0,67.0,19317984
454,2021-08-24,1092122,782,8996339.0,15418.0,34439.0,14.0,,1052478.0,423.0,205.0,850.0,650.0,,4272.0,6838.0,8580.0,,24707.0,,1476.0,137.0,1523.0,60391.0,64.0,19317984
455,2021-08-23,1091340,415,8980921.0,4173.0,34425.0,13.0,,1052055.0,68.0,193.0,538.0,,,3919.0,1887.0,2452.0,,10779.0,,1378.0,29.0,1420.0,60730.0,74.0,19317984
456,2021-08-22,1090925,517,8976748.0,12000.0,34412.0,9.0,,1051987.0,187.0,190.0,501.0,,,3631.0,2635.0,9365.0,,16568.0,,1267.0,58.0,1306.0,63323.0,75.0,19317984
457,2021-08-21,1090408,591,8964748.0,15386.0,34403.0,15.0,,1051800.0,296.0,182.0,572.0,589.0,,3498.0,4471.0,10915.0,,24715.0,,1216.0,49.0,1293.0,63799.0,73.0,19317984
458,2021-08-20,1089817,628,8949362.0,15196.0,34388.0,9.0,,1051504.0,535.0,167.0,548.0,638.0,,3277.0,4853.0,10343.0,,23058.0,,1187.0,97.0,1258.0,64327.0,92.0,19317984
459,2021-08-19,1089189,595,8934166.0,14035.0,34379.0,14.0,,1050969.0,369.0,153.0,544.0,635.0,,3030.0,5812.0,8223.0,,18673.0,,1167.0,113.0,1203.0,65325.0,89.0,19317984
460,2021-08-18,1088594,541,8920131.0,15582.0,34365.0,6.0,,1050600.0,258.0,146.0,553.0,733.0,,2749.0,6381.0,9201.0,,19462.0,,1085.0,99.0,1141.0,65113.0,62.0,19317984
461,2021-08-17,1088053,544,8904549.0,15305.0,34359.0,6.0,,1050342.0,384.0,126.0,703.0,872.0,,2588.0,6305.0,9000.0,,23883.0,,1029.0,82.0,1105.0,64438.0,60.0,19317984
462,2021-08-16,1087509,286,8889244.0,4890.0,34353.0,5.0,,1049958.0,65.0,121.0,376.0,,,2483.0,1730.0,3160.0,,13844.0,,941.0,14.0,1051.0,64374.0,65.0,19317984
463,2021-08-15,1087223,323,8884354.0,11912.0,34348.0,6.0,,1049893.0,151.0,112.0,395.0,,,2387.0,2221.0,9691.0,,15222.0,,748.0,25.0,1003.0,65162.0,65.0,19317984
464,2021-08-14,1086900,408,8872442.0,15208.0,34342.0,5.0,,1049742.0,205.0,108.0,423.0,1526.0,,2260.0,4288.0,10920.0,,22234.0,,708.0,76.0,940.0,65526.0,62.0,19317984
465,2021-08-13,1086492,383,8857234.0,13537.0,34337.0,3.0,,1049537.0,381.0,102.0,393.0,1175.0,,2157.0,4288.0,9249.0,,18774.0,,786.0,45.0,933.0,64174.0,64.0,19317984
466,2021-08-12,1086109,371,8843697.0,12767.0,34334.0,3.0,,1049156.0,209.0,98.0,451.0,701.0,,1972.0,5320.0,7447.0,,15036.0,,751.0,52.0,880.0,63164.0,76.0,19317984
467,2021-08-11,1085738,326,8830930.0,13768.0,34331.0,8.0,,1048947.0,170.0,96.0,434.0,715.0,,1881.0,6044.0,7770.0,,15488.0,,710.0,49.0,845.0,61615.0,76.0,19317984
468,2021-08-10,1085412,312,8817162.0,14234.0,34323.0,4.0,,1048777.0,157.0,86.0,470.0,1010.0,,1775.0,6311.0,7896.0,27.0,19993.0,,664.0,65.0,831.0,59674.0,79.0,19317984
469,2021-08-09,1085100,181,8802928.0,4451.0,34319.0,3.0,,1048620.0,72.0,80.0,323.0,,,1641.0,1880.0,2571.0,,8889.0,,623.0,22.0,736.0,57575.0,77.0,19317984
470,2021-08-08,1084919,208,8798477.0,10393.0,34316.0,3.0,,1048548.0,67.0,79.0,298.0,,,1619.0,2191.0,8202.0,,12683.0,,579.0,15.0,710.0,57379.0,77.0,19317984
471,2021-08-07,1084711,255,8788084.0,13305.0,34313.0,8.0,,1048481.0,77.0,73.0,334.0,1297.0,,1560.0,4119.0,9186.0,,16826.0,,545.0,37.0,687.0,56733.0,76.0,19317984
472,2021-08-06,1084456,230,8774779.0,13214.0,34305.0,5.0,,1048404.0,189.0,68.0,450.0,767.0,,1471.0,4356.0,8858.0,,14630.0,,528.0,28.0,651.0,55691.0,77.0,19317984
473,2021-08-05,1084226,244,8761565.0,23645.0,34300.0,2.0,,1048215.0,143.0,72.0,315.0,751.0,,1378.0,5568.0,7110.0,,15651.0,,489.0,56.0,632.0,54758.0,74.0,19317984
474,2021-08-04,1083982,271,8737920.0,14223.0,34298.0,1.0,,1048072.0,157.0,67.0,331.0,918.0,,1289.0,6078.0,8145.0,,15525.0,,456.0,43.0,610.0,53738.0,76.0,19317984
475,2021-08-03,1083711,233,8723697.0,14561.0,34297.0,6.0,1.0,1047915.0,137.0,60.0,375.0,969.0,,1224.0,6294.0,8267.0,,19306.0,,441.0,34.0,590.0,51925.0,78.0,19317984
476,2021-08-02,1083478,137,8709136.0,4868.0,34291.0,5.0,,1047778.0,11.0,63.0,390.0,,,1080.0,1817.0,3051.0,,7733.0,,433.0,21.0,556.0,49126.0,77.0,19317984
477,2021-08-01,1083341,152,8704268.0,10802.0,34286.0,5.0,5.0,1047767.0,44.0,59.0,227.0,,,1049.0,2770.0,8032.0,,11097.0,,411.0,19.0,526.0,48575.0,76.0,19317984
478,2021-07-31,1083189,156,8693466.0,13838.0,34281.0,3.0,,1047723.0,41.0,56.0,296.0,1393.0,,980.0,4007.0,9831.0,,17633.0,,403.0,23.0,536.0,48162.0,68.0,19317984
479,2021-07-30,1083033,153,8679628.0,13127.0,34278.0,3.0,2.0,1047682.0,154.0,49.0,255.0,846.0,,904.0,4426.0,8701.0,,14932.0,,410.0,24.0,540.0,46563.0,72.0,19317984
480,2021-07-29,1082880,170,8666501.0,11957.0,34275.0,1.0,,1047528.0,84.0,49.0,283.0,895.0,,762.0,5208.0,6749.0,,16557.0,,384.0,19.0,522.0,44436.0,110.0,19317984
481,2021-07-28,1082710,159,8654544.0,13034.0,34274.0,1.0,,1047444.0,56.0,47.0,267.0,981.0,,742.0,5758.0,7276.0,,13674.0,,362.0,34.0,510.0,44802.0,979.0,19317984
482,2021-07-27,1082551,175,8641510.0,13544.0,34273.0,3.0,1.0,1047388.0,97.0,43.0,275.0,1111.0,,721.0,5998.0,7544.0,,16778.0,,337.0,40.0,502.0,43991.0,56.0,19317984
483,2021-07-26,1082376,84,8627966.0,4167.0,34270.0,2.0,,1047291.0,45.0,38.0,196.0,,,704.0,1678.0,2409.0,80.0,7289.0,,316.0,6.0,464.0,42769.0,43.0,19317984
484,2021-07-25,1082292,109,8623799.0,9442.0,34268.0,1.0,,1047246.0,47.0,34.0,218.0,,,678.0,2399.0,7043.0,,9642.0,,299.0,9.0,454.0,41085.0,43.0,19317984
485,2021-07-24,1082183,126,8614357.0,12138.0,34267.0,1.0,1.0,1047199.0,82.0,37.0,249.0,1031.0,,644.0,4096.0,8042.0,,13600.0,,279.0,18.0,452.0,40337.0,46.0,19317984
486,2021-07-23,1082057,104,8602219.0,12038.0,34266.0,2.0,1.0,1047117.0,117.0,38.0,229.0,915.0,,601.0,4681.0,7357.0,,14587.0,,277.0,28.0,449.0,38542.0,41.0,19317984
487,2021-07-22,1081953,78,8590181.0,11846.0,34264.0,4.0,,1047000.0,48.0,33.0,235.0,991.0,,562.0,5614.0,6052.0,180.0,13075.0,,253.0,16.0,440.0,37280.0,35.0,19317984
488,2021-07-21,1081875,102,8578335.0,13069.0,34260.0,2.0,,1046952.0,71.0,38.0,257.0,1140.0,,541.0,6429.0,6640.0,,14095.0,,258.0,12.0,428.0,35380.0,35.0,19317984
489,2021-07-20,1081773,95,8565266.0,13188.0,34258.0,4.0,1.0,1046881.0,105.0,36.0,200.0,1630.0,,540.0,6376.0,6812.0,,18098.0,,244.0,21.0,424.0,33192.0,36.0,19317984
490,2021-07-19,1081678,46,8552078.0,4072.0,34254.0,1.0,,1046776.0,37.0,33.0,208.0,,,539.0,1798.0,2283.0,,6892.0,,269.0,6.0,417.0,32109.0,35.0,19317984
491,2021-07-18,1081632,44,8548006.0,9028.0,34253.0,1.0,,1046739.0,20.0,30.0,193.0,,,525.0,2214.0,6814.0,,9804.0,,255.0,5.0,410.0,29846.0,12.0,19317984
492,2021-07-17,1081588,49,8538978.0,11812.0,34252.0,2.0,,1046719.0,28.0,32.0,206.0,2302.0,,513.0,4246.0,7566.0,,13223.0,,240.0,27.0,425.0,30133.0,430.0,19317984
493,2021-07-16,1081539,72,8527166.0,12125.0,34250.0,5.0,3.0,1046691.0,81.0,53.0,237.0,805.0,,507.0,4645.0,7480.0,,14534.0,,257.0,12.0,413.0,29654.0,429.0,19317984
494,2021-07-15,1081467,62,8515041.0,11642.0,34245.0,3.0,,1046610.0,73.0,54.0,205.0,714.0,,481.0,5742.0,5900.0,,13278.0,,283.0,22.0,443.0,26737.0,12.0,19317984
495,2021-07-14,1081405,79,8503399.0,13077.0,34242.0,9.0,6.0,1046537.0,90.0,51.0,219.0,609.0,,2053.0,6206.0,6871.0,,11970.0,,292.0,18.0,622.0,24818.0,23.0,19317984
496,2021-07-13,1081326,51,8490322.0,12559.0,34233.0,14.0,10.0,1046447.0,1057.0,52.0,304.0,764.0,,1912.0,6084.0,6475.0,,15100.0,,288.0,13.0,614.0,23997.0,23.0,19317984
497,2021-07-12,1081275,39,8477763.0,4032.0,34219.0,2.0,,1045390.0,39.0,55.0,220.0,,,1990.0,1801.0,2231.0,,7259.0,,290.0,2.0,621.0,23380.0,23.0,19317984
498,2021-07-11,1081236,26,8473731.0,8244.0,34217.0,1.0,,1045351.0,0.0,56.0,188.0,,,1971.0,2243.0,6001.0,,9714.0,,284.0,8.0,642.0,22489.0,23.0,19317984
499,2021-07-10,1081210,36,8465487.0,11763.0,34216.0,19.0,18.0,1045351.0,0.0,54.0,321.0,733.0,,2001.0,4350.0,7413.0,,12068.0,,291.0,17.0,657.0,22285.0,23.0,19317984
500,2021-07-09,1081174,54,8453724.0,11991.0,34197.0,29.0,28.0,1045351.0,0.0,58.0,227.0,485.0,,2024.0,5499.0,6492.0,,12530.0,,311.0,13.0,670.0,21992.0,34.0,19317984
501,2021-07-08,1081120,30,8441733.0,12251.0,34168.0,70.0,67.0,1045351.0,0.0,57.0,212.0,431.0,,1963.0,6763.0,5488.0,,13612.0,,358.0,15.0,668.0,21503.0,39.0,19317984
502,2021-07-07,1081090,60,8429482.0,14304.0,34098.0,77.0,75.0,1045351.0,0.0,56.0,244.0,478.0,,1820.0,7786.0,6518.0,,12162.0,,376.0,18.0,684.0,20139.0,39.0,19317984
503,2021-07-06,1081030,51,8415178.0,13261.0,34021.0,48.0,44.0,1045351.0,0.0,61.0,215.0,670.0,,1853.0,6975.0,6286.0,,14546.0,,392.0,11.0,705.0,19677.0,37.0,19317984
504,2021-07-05,1080979,28,8401917.0,4011.0,33973.0,45.0,44.0,1045351.0,0.0,65.0,182.0,,,1839.0,1937.0,2074.0,,7856.0,,402.0,4.0,718.0,18410.0,35.0,19317984
505,2021-07-04,1080951,33,8397906.0,8710.0,33928.0,3.0,1.0,1045351.0,0.0,67.0,208.0,,,1821.0,2556.0,6157.0,,8591.0,,400.0,3.0,705.0,18656.0,35.0,19317984
506,2021-07-03,1080918,58,8389196.0,13394.0,33925.0,27.0,23.0,1045351.0,0.0,66.0,207.0,702.0,,1701.0,5480.0,7908.0,6.0,10178.0,,401.0,20.0,705.0,18565.0,26.0,19317984
507,2021-07-02,1080860,37,8375802.0,14119.0,33898.0,37.0,36.0,1045351.0,0.0,67.0,261.0,516.0,,1788.0,6959.0,7160.0,,11080.0,,418.0,9.0,733.0,18646.0,34.0,19317984
508,2021-07-01,1080823,31,8361683.0,15234.0,33861.0,75.0,70.0,1045351.0,0.0,67.0,248.0,552.0,,1899.0,8368.0,6866.0,,10750.0,,430.0,13.0,742.0,18354.0,32.0,19317984
509,2021-06-30,1080792,52,8346449.0,14951.0,33786.0,181.0,177.0,1045351.0,0.0,73.0,295.0,409.0,,1701.0,8114.0,6837.0,,11723.0,,450.0,16.0,773.0,18353.0,32.0,19317984
510,2021-06-29,1080740,73,8331498.0,15292.0,33605.0,294.0,288.0,1045351.0,0.0,80.0,314.0,653.0,,1713.0,8076.0,7216.0,,14406.0,,503.0,23.0,801.0,18365.0,28.0,19317984
511,2021-06-28,1080667,37,8316206.0,4531.0,33311.0,58.0,57.0,1045351.0,0.0,86.0,169.0,,,1906.0,2312.0,2221.0,,6190.0,,534.0,5.0,839.0,18533.0,41.0,19317984
512,2021-06-27,1080630,46,8311675.0,9791.0,33253.0,76.0,71.0,1045351.0,0.0,92.0,260.0,,,1888.0,2858.0,6933.0,,7672.0,,522.0,9.0,837.0,18791.0,39.0,19317984
513,2021-06-26,1080584,62,8301884.0,14889.0,33177.0,266.0,260.0,1045351.0,0.0,97.0,112.0,472.0,,1896.0,6090.0,8799.0,,12172.0,,532.0,17.0,848.0,19425.0,29.0,19317984
514,2021-06-25,1080522,65,8286995.0,17701.0,32911.0,140.0,133.0,1045351.0,48.0,121.0,259.0,559.0,,2087.0,8634.0,9067.0,,12835.0,,590.0,23.0,892.0,19345.0,29.0,19317984
515,2021-06-24,1080457,68,8269294.0,17975.0,32771.0,145.0,138.0,1045303.0,0.0,125.0,267.0,429.0,,2117.0,10765.0,7176.0,34.0,10653.0,,611.0,27.0,936.0,19920.0,40.0,19317984
516,2021-06-23,1080389,66,8251319.0,18627.0,32626.0,161.0,150.0,1045303.0,0.0,141.0,308.0,637.0,,2107.0,10605.0,8022.0,,13962.0,,685.0,33.0,979.0,20945.0,32.0,19317984
517,2021-06-22,1080323,41,8232692.0,8599.0,32465.0,74.0,70.0,1045303.0,96.0,151.0,281.0,,,2190.0,3466.0,5132.0,1.0,9001.0,,731.0,19.0,1055.0,20669.0,39.0,19317984
518,2021-06-21,1080282,26,8224093.0,4088.0,32391.0,65.0,61.0,1045207.0,85.0,158.0,219.0,,,2331.0,1771.0,2317.0,,5341.0,,759.0,4.0,1084.0,19595.0,39.0,19317984
519,2021-06-20,1080256,53,8220005.0,12173.0,32326.0,18.0,16.0,1045122.0,178.0,161.0,193.0,,,2392.0,3034.0,9139.0,,7378.0,,781.0,11.0,1069.0,22231.0,39.0,19317984
520,2021-06-19,1080203,63,8207832.0,19104.0,32308.0,96.0,90.0,1044944.0,25.0,164.0,314.0,668.0,,2507.0,6352.0,12752.0,,12221.0,,797.0,22.0,1120.0,21325.0,40.0,19317984
521,2021-06-18,1080140,70,8188728.0,20309.0,32212.0,97.0,91.0,1044919.0,146.0,181.0,304.0,531.0,,2608.0,8762.0,11547.0,,11894.0,,887.0,35.0,1167.0,22065.0,70.0,19317984
522,2021-06-17,1080070,87,8168419.0,17509.0,32115.0,87.0,82.0,1044773.0,86.0,186.0,253.0,588.0,,2678.0,9295.0,8214.0,,9942.0,,944.0,30.0,1228.0,21449.0,73.0,19317984
523,2021-06-16,1079983,104,8150910.0,18034.0,32028.0,71.0,53.0,1044687.0,124.0,192.0,321.0,582.0,,2695.0,8878.0,9154.0,,12673.0,,985.0,43.0,1290.0,22727.0,84.0,19317984
524,2021-06-15,1079879,103,8132876.0,17532.0,31957.0,96.0,86.0,1044563.0,159.0,202.0,372.0,764.0,,2630.0,8526.0,9006.0,,12101.0,,1037.0,65.0,1395.0,22723.0,84.0,19317984
525,2021-06-14,1079776,50,8115344.0,5961.0,31861.0,27.0,17.0,1044404.0,167.0,217.0,277.0,,,2696.0,2387.0,3573.0,,6116.0,,1157.0,24.0,1442.0,22648.0,84.0,19317984
526,2021-06-13,1079726,69,8109383.0,9542.0,31834.0,30.0,21.0,1044237.0,237.0,229.0,241.0,,,2842.0,3361.0,6182.0,,6311.0,,1172.0,15.0,1459.0,22515.0,74.0,19317984
527,2021-06-12,1079657,127,8099841.0,17359.0,31804.0,123.0,118.0,1044000.0,197.0,236.0,292.0,629.0,,2986.0,6847.0,10512.0,,11052.0,,1186.0,55.0,1497.0,22993.0,74.0,19317984
528,2021-06-11,1079530,103,8082482.0,19066.0,31681.0,150.0,130.0,1043803.0,199.0,255.0,316.0,652.0,,3081.0,9424.0,9642.0,,11173.0,,1271.0,54.0,1611.0,22909.0,70.0,19317984
529,2021-06-10,1079427,133,8063416.0,20030.0,31531.0,148.0,124.0,1043604.0,122.0,265.0,372.0,606.0,,3154.0,11081.0,8949.0,,9793.0,,1343.0,54.0,1698.0,22887.0,71.0,19317984
530,2021-06-09,1079294,140,8043386.0,19084.0,31383.0,228.0,214.0,1043482.0,111.0,272.0,381.0,713.0,,3249.0,11326.0,7758.0,,9304.0,,1436.0,49.0,1825.0,22418.0,63.0,19317984
531,2021-06-08,1079154,202,8024302.0,18949.0,31155.0,277.0,256.0,1043371.0,200.0,295.0,552.0,857.0,,3297.0,10858.0,8091.0,,11877.0,,1526.0,58.0,1989.0,23076.0,62.0,19317984
532,2021-06-07,1078952,89,8005353.0,4951.0,30878.0,63.0,47.0,1043171.0,273.0,315.0,266.0,,,3549.0,2878.0,2073.0,,5121.0,,1671.0,24.0,2053.0,22941.0,75.0,19317984
533,2021-06-06,1078863,121,8000402.0,11666.0,30815.0,90.0,82.0,1042898.0,347.0,320.0,310.0,,,3864.0,3951.0,7715.0,,6138.0,,1678.0,25.0,2051.0,23824.0,75.0,19317984
534,2021-06-05,1078742,179,7988736.0,21379.0,30725.0,113.0,78.0,1042551.0,627.0,329.0,409.0,174.0,,4084.0,9087.0,12293.0,,10804.0,,1691.0,63.0,2140.0,24714.0,61.0,19317984
535,2021-06-04,1078563,225,7967357.0,21836.0,30612.0,113.0,93.0,1041924.0,668.0,341.0,448.0,753.0,,4517.0,10854.0,10982.0,,10716.0,,1829.0,100.0,2294.0,25925.0,46.0,19317984
536,2021-06-03,1078338,196,7945521.0,20627.0,30499.0,84.0,68.0,1041256.0,387.0,365.0,558.0,1028.0,,4884.0,11460.0,9167.0,,11148.0,,1929.0,69.0,2376.0,27003.0,34.0,19317984
537,2021-06-02,1078142,164,7924894.0,10475.0,30415.0,62.0,26.0,1040869.0,342.0,391.0,454.0,,,5117.0,4256.0,6219.0,,6270.0,,2089.0,45.0,2497.0,27695.0,54.0,19317984
538,2021-06-01,1077978,241,7914419.0,18062.0,30353.0,41.0,6.0,1040527.0,706.0,410.0,574.0,1153.0,,5583.0,8630.0,9432.0,,8723.0,,2159.0,112.0,2592.0,28900.0,52.0,19317984
539,2021-05-31,1077737,153,7896357.0,4878.0,30312.0,36.0,5.0,1039821.0,648.0,425.0,339.0,,,5887.0,2372.0,2505.0,1.0,4938.0,,2350.0,47.0,2708.0,30635.0,54.0,19317984
540,2021-05-30,1077584,158,7891479.0,11765.0,30276.0,29.0,7.0,1039173.0,634.0,443.0,383.0,,,6623.0,3998.0,7767.0,,5208.0,,2372.0,93.0,2727.0,32649.0,54.0,19317984
541,2021-05-29,1077426,265,7879714.0,19342.0,30247.0,73.0,41.0,1038539.0,810.0,452.0,536.0,1224.0,,6976.0,7374.0,11968.0,,9650.0,,2435.0,93.0,2772.0,33866.0,82.0,19317984
542,2021-05-28,1077161,321,7860372.0,22600.0,30174.0,43.0,10.0,1037729.0,1083.0,459.0,587.0,790.0,,7521.0,9860.0,12740.0,,10268.0,,2659.0,85.0,2968.0,34616.0,81.0,19317984
543,2021-05-27,1076840,307,7837772.0,20816.0,30131.0,39.0,,1036646.0,744.0,485.0,659.0,704.0,,8304.0,11325.0,9491.0,,10334.0,,2841.0,110.0,3147.0,34101.0,82.0,19317984
544,2021-05-26,1076533,379,7816956.0,22586.0,30092.0,52.0,,1035902.0,787.0,493.0,651.0,738.0,,8124.0,13690.0,8896.0,,10471.0,,3079.0,138.0,3445.0,34834.0,66.0,19317984
545,2021-05-25,1076154,381,7794370.0,20519.0,30040.0,63.0,,1035115.0,1131.0,545.0,808.0,873.0,,8444.0,10778.0,9741.0,,11288.0,,3332.0,175.0,3695.0,35896.0,66.0,19317984
546,2021-05-24,1075773,230,7773851.0,5392.0,29977.0,36.0,,1033984.0,1096.0,580.0,465.0,,,9949.0,3025.0,2367.0,,5095.0,,3585.0,59.0,3935.0,37965.0,60.0,19317984
547,2021-05-23,1075543,307,7768459.0,13088.0,29941.0,56.0,,1032888.0,1283.0,590.0,497.0,,,10623.0,4427.0,8661.0,,5390.0,,3594.0,71.0,3865.0,39256.0,74.0,19317984
548,2021-05-22,1075236,455,7755371.0,19794.0,29885.0,59.0,,1031605.0,1468.0,623.0,699.0,852.0,,11001.0,7612.0,12182.0,,8930.0,,3651.0,129.0,4053.0,39429.0,60.0,19317984
549,2021-05-21,1074781,484,7735577.0,22035.0,29826.0,49.0,,1030137.0,762.0,636.0,736.0,778.0,,11485.0,10617.0,11418.0,,12178.0,,3919.0,134.0,4662.0,46315.0,78.0,19317984
550,2021-05-20,1074297,618,7713542.0,20560.0,29777.0,61.0,,1029375.0,821.0,663.0,732.0,972.0,,11938.0,10626.0,9934.0,,10692.0,,4137.0,159.0,4629.0,40689.0,69.0,19317984
551,2021-05-19,1073679,707,7692982.0,21321.0,29716.0,54.0,,1028554.0,1142.0,718.0,811.0,963.0,,11621.0,12294.0,9027.0,,10253.0,,4416.0,168.0,4948.0,41409.0,82.0,19317984
552,2021-05-18,1072972,681,7671661.0,20634.0,29662.0,91.0,,1027412.0,1113.0,716.0,1107.0,1556.0,,12780.0,11119.0,9515.0,,11517.0,,4677.0,235.0,5198.0,40612.0,97.0,19317984
553,2021-05-17,1072291,392,7651027.0,6325.0,29571.0,48.0,,1026299.0,1154.0,753.0,671.0,,,13545.0,3212.0,2704.0,409.0,5040.0,,4972.0,67.0,5356.0,40987.0,97.0,19317984
554,2021-05-16,1071899,565,7644702.0,12957.0,29523.0,38.0,,1025145.0,1323.0,777.0,590.0,,,13903.0,4733.0,8224.0,,5792.0,,4904.0,102.0,5294.0,40259.0,98.0,19317984
555,2021-05-15,1071334,729,7631745.0,21056.0,29485.0,72.0,,1023822.0,1793.0,784.0,911.0,706.0,,14439.0,7972.0,13084.0,,11653.0,,4872.0,184.0,5506.0,39881.0,140.0,19317984
556,2021-05-14,1070605,835,7610689.0,22705.0,29413.0,105.0,,1022029.0,1835.0,809.0,1065.0,783.0,,14993.0,10911.0,11794.0,,11911.0,,5276.0,207.0,5706.0,39867.0,140.0,19317984
557,2021-05-13,1069770,953,7587984.0,22532.0,29308.0,75.0,,1020194.0,1552.0,829.0,1054.0,810.0,,16007.0,12908.0,9624.0,,10690.0,,5475.0,256.0,5955.0,41631.0,139.0,19317984
558,2021-05-12,1068817,930,7565452.0,24307.0,29233.0,98.0,,1018642.0,1595.0,874.0,1193.0,1245.0,,16544.0,14910.0,9397.0,,10236.0,,5733.0,288.0,6274.0,41676.0,161.0,19317984
559,2021-05-11,1067887,1156,7541145.0,23023.0,29135.0,101.0,,1017047.0,1955.0,919.0,1363.0,1198.0,,17119.0,12769.0,10254.0,,13172.0,,6181.0,329.0,6464.0,42487.0,151.0,19317984
560,2021-05-10,1066731,620,7518122.0,5992.0,29034.0,68.0,,1015092.0,1426.0,962.0,829.0,,,18035.0,3244.0,2748.0,,4751.0,,6525.0,153.0,6631.0,44097.0,150.0,19317984
561,2021-05-09,1066111,857,7512130.0,14654.0,28966.0,63.0,,1013666.0,1972.0,984.0,887.0,,,19494.0,5524.0,9130.0,,5809.0,,6488.0,167.0,6701.0,46643.0,142.0,19317984
562,2021-05-08,1065254,1305,7497476.0,24636.0,28903.0,104.0,,1011694.0,2457.0,1026.0,1366.0,878.0,,20350.0,9794.0,14842.0,,12821.0,,6523.0,265.0,6832.0,48377.0,139.0,19317984
563,2021-05-07,1063949,1422,7472840.0,26443.0,28799.0,89.0,,1009237.0,3614.0,1041.0,1541.0,759.0,,21725.0,13337.0,13106.0,,12046.0,,6970.0,293.0,7231.0,47949.0,129.0,19317984
564,2021-05-06,1062527,1632,7446397.0,25852.0,28710.0,94.0,,1005623.0,2638.0,1100.0,1588.0,717.0,,22269.0,13981.0,11867.0,4.0,12625.0,,7346.0,352.0,7496.0,49568.0,107.0,19317984
565,2021-05-05,1060895,1564,7420545.0,24559.0,28616.0,142.0,,1002985.0,2534.0,1121.0,1717.0,953.0,,22691.0,13048.0,11511.0,,12423.0,,7810.0,406.0,7933.0,49070.0,113.0,19317984
566,2021-05-04,1059331,994,7395986.0,9124.0,28474.0,94.0,,1000451.0,2702.0,1190.0,1233.0,,,26133.0,4448.0,4676.0,,4937.0,,8170.0,237.0,8062.0,49189.0,133.0,19317984
567,2021-05-03,1058337,682,7386862.0,2733.0,28380.0,98.0,,997749.0,2243.0,1214.0,958.0,,,26133.0,1910.0,821.0,2.0,3259.0,,8083.0,73.0,8062.0,49189.0,133.0,19317984
568,2021-05-02,1057655,1083,7384129.0,7886.0,28282.0,88.0,,995506.0,2901.0,1253.0,1191.0,,,27486.0,3027.0,4859.0,,3714.0,,8067.0,166.0,7933.0,46659.0,94.0,19317984
569,2021-05-01,1056572,1307,7376243.0,11111.0,28194.0,85.0,,992605.0,3212.0,1277.0,1393.0,,,28517.0,4628.0,6483.0,,5327.0,,8087.0,209.0,8074.0,45160.0,96.0,19317984
570,2021-04-30,1055265,1636,7365132.0,23385.0,28109.0,138.0,,989393.0,3566.0,1284.0,1782.0,677.0,,29962.0,10011.0,13374.0,,8606.0,,8245.0,358.0,8513.0,44547.0,102.0,19317984
