,reporting_date,total_cases,new_cases_today,total_tests,new_tests_today,total_deaths,new_deaths_today,OLD_deaths,total_recovered,new_recovered_today,intensive_care_right_now,emergency_calls,information_calls,persons_in_quarantine,persons_in_home_isolation,tests_for_case_definition,tests_upon_request,tests_done_before_today_and_reported_today,rapid_tests,infected_asymptomatic,infected_hospitalized,infected_positive_retests,persons_in_institutional_isolation,persons_in_home_quarantine,persons_in_institutional_quarantine,romania_population_2020
322,2022-01-03,1813056,1756,11073637.0,6834.0,58814.0,18.0,,1741871.0,1702.0,403.0,1373.0,,,9672.0,3155.0,3679.0,,22906.0,,2478.0,131.0,2534.0,66243.0,71.0,19317984
323,2022-01-02,1811300,958,11066803.0,4120.0,58796.0,17.0,,1740169.0,170.0,401.0,1232.0,,,9488.0,1710.0,2410.0,,12093.0,,2355.0,117.0,2485.0,71374.0,63.0,19317984
324,2022-01-01,1810342,1451,11062683.0,10632.0,58779.0,27.0,1.0,1739999.0,1000.0,395.0,1034.0,205.0,,9041.0,3673.0,6959.0,,15265.0,,2247.0,194.0,2486.0,79847.0,63.0,19317984
325,2021-12-31,1808891,1668,11052051.0,9065.0,58752.0,38.0,1.0,1738999.0,1456.0,399.0,1217.0,346.0,,8498.0,4206.0,4859.0,,26155.0,,2322.0,132.0,2562.0,88604.0,58.0,19317984
326,2021-12-30,1807223,1497,11042986.0,10848.0,58714.0,37.0,1.0,1737543.0,1371.0,402.0,1163.0,350.0,,8068.0,4841.0,6007.0,,28609.0,,2365.0,186.0,2540.0,87176.0,58.0,19317984
327,2021-12-29,1805726,1271,11032138.0,12702.0,58677.0,35.0,2.0,1736172.0,1457.0,392.0,1293.0,432.0,,7870.0,5362.0,7340.0,,29936.0,,2359.0,208.0,2483.0,93636.0,59.0,19317984
328,2021-12-28,1804455,1144,11019436.0,14954.0,58642.0,67.0,,1734715.0,1406.0,393.0,1088.0,494.0,,7855.0,5845.0,9109.0,,32331.0,,2418.0,165.0,2628.0,97810.0,48.0,19317984
329,2021-12-27,1803311,566,11004482.0,5274.0,58575.0,24.0,,1733309.0,718.0,433.0,792.0,,,8210.0,2511.0,2763.0,,15024.0,,2467.0,80.0,2653.0,101559.0,55.0,19317984
330,2021-12-26,1802745,349,10999208.0,3432.0,58551.0,15.0,,1732591.0,588.0,443.0,760.0,,,8335.0,1452.0,1980.0,,6342.0,,2379.0,24.0,2595.0,106230.0,55.0,19317984
331,2021-12-25,1802396,598,10995776.0,8478.0,58536.0,29.0,2.0,1732003.0,1009.0,466.0,886.0,267.0,,8362.0,3352.0,5126.0,,12342.0,,2373.0,125.0,2696.0,109773.0,42.0,19317984
332,2021-12-24,1801798,717,10987298.0,9135.0,58507.0,44.0,2.0,1730994.0,1280.0,468.0,992.0,451.0,,8629.0,3824.0,5311.0,,24878.0,,2523.0,123.0,2852.0,111626.0,148.0,19317984
333,2021-12-23,1801081,775,10978163.0,11249.0,58463.0,81.0,44.0,1729714.0,1079.0,453.0,896.0,625.0,,8913.0,5023.0,6226.0,,28745.0,,2649.0,173.0,2975.0,108171.0,31.0,19317984
334,2021-12-22,1800306,851,10966914.0,13279.0,58382.0,62.0,18.0,1728635.0,1200.0,491.0,912.0,812.0,,9771.0,5917.0,7362.0,,31031.0,,2830.0,170.0,3298.0,95043.0,32.0,19317984
335,2021-12-21,1799455,826,10953635.0,13419.0,58320.0,88.0,22.0,1727435.0,1384.0,488.0,1175.0,1703.0,,10105.0,6511.0,6908.0,,36608.0,,3003.0,216.0,3413.0,81693.0,31.0,19317984
336,2021-12-20,1798629,424,10940216.0,5372.0,58232.0,36.0,8.0,1726051.0,1242.0,527.0,834.0,,,10894.0,2733.0,2639.0,,14325.0,,3204.0,78.0,3461.0,82642.0,33.0,19317984
337,2021-12-19,1798205,499,10934844.0,8740.0,58196.0,53.0,17.0,1724809.0,864.0,526.0,799.0,,,11117.0,3036.0,5704.0,,17166.0,,3190.0,88.0,3467.0,75953.0,33.0,19317984
338,2021-12-18,1797706,733,10926104.0,11349.0,58143.0,64.0,8.0,1723945.0,816.0,556.0,1059.0,1175.0,,11574.0,4842.0,7017.0,,32192.0,,3191.0,202.0,3522.0,78705.0,33.0,19317984
339,2021-12-17,1796973,743,10914755.0,12923.0,58079.0,60.0,20.0,1723129.0,1344.0,570.0,1100.0,1092.0,,11749.0,5361.0,7052.0,,31651.0,,3381.0,187.0,3674.0,74630.0,36.0,19317984
340,2021-12-16,1796230,812,10901832.0,12754.0,58019.0,84.0,19.0,1721785.0,1280.0,600.0,1091.0,1158.0,,12542.0,6481.0,6273.0,,30893.0,,3482.0,207.0,3741.0,71394.0,37.0,19317984
341,2021-12-15,1795418,829,10889078.0,13350.0,57935.0,88.0,17.0,1720505.0,1421.0,639.0,1081.0,1077.0,,12718.0,6435.0,6915.0,,29334.0,,3659.0,182.0,3899.0,65989.0,25.0,19317984
342,2021-12-14,1794589,946,10875728.0,14082.0,57847.0,106.0,17.0,1719084.0,1736.0,665.0,1403.0,1390.0,,19433.0,7131.0,6947.0,,33616.0,,3848.0,253.0,4152.0,64811.0,29.0,19317984
343,2021-12-13,1793643,494,10861646.0,5088.0,57741.0,45.0,8.0,1717348.0,1489.0,690.0,834.0,,,20448.0,2769.0,2319.0,,11883.0,,4069.0,116.0,4277.0,59987.0,28.0,19317984
344,2021-12-12,1793149,716,10856558.0,8632.0,57696.0,60.0,15.0,1715859.0,1620.0,722.0,984.0,,,20903.0,3312.0,5320.0,,13358.0,,4055.0,110.0,4289.0,57810.0,28.0,19317984
345,2021-12-11,1792433,931,10847926.0,12223.0,57636.0,105.0,32.0,1714239.0,2297.0,712.0,1172.0,1011.0,,21119.0,5583.0,6640.0,,26734.0,,4083.0,232.0,4424.0,54720.0,34.0,19317984
346,2021-12-10,1791502,931,10835703.0,12636.0,57531.0,97.0,25.0,1711942.0,2240.0,706.0,1255.0,1001.0,,22149.0,5891.0,6745.0,,27662.0,,4394.0,221.0,4677.0,56348.0,53.0,19317984
347,2021-12-09,1790571,1032,10823067.0,13740.0,57434.0,74.0,2.0,1709702.0,1734.0,754.0,1317.0,1152.0,,23442.0,7197.0,6543.0,,26036.0,,4637.0,220.0,5113.0,54813.0,57.0,19317984
348,2021-12-08,1789539,1279,10809327.0,15029.0,57360.0,100.0,14.0,1707968.0,2072.0,807.0,1357.0,1321.0,,24101.0,7814.0,7215.0,,27647.0,,4959.0,249.0,5347.0,53833.0,57.0,19317984
349,2021-12-07,1788260,1421,10794298.0,15390.0,57260.0,107.0,6.0,1705896.0,2612.0,834.0,1755.0,1168.0,,25042.0,8325.0,7065.0,,36318.0,,5206.0,319.0,5626.0,50205.0,57.0,19317984
350,2021-12-06,1786839,803,10778908.0,5101.0,57153.0,54.0,,1703284.0,1557.0,881.0,1156.0,,,26016.0,2979.0,2122.0,,12004.0,,5629.0,120.0,5721.0,48735.0,52.0,19317984
351,2021-12-05,1786036,916,10773807.0,8244.0,57099.0,78.0,5.0,1701727.0,2644.0,910.0,1224.0,,,26559.0,3578.0,4666.0,,10840.0,,5684.0,117.0,5857.0,48256.0,45.0,19317984
352,2021-12-04,1785120,1490,10765563.0,13514.0,57021.0,131.0,20.0,1699083.0,3800.0,948.0,1629.0,538.0,,27218.0,6812.0,6702.0,,25009.0,,5804.0,333.0,6028.0,49559.0,54.0,19317984
353,2021-12-03,1783630,1673,10752049.0,13818.0,56890.0,206.0,23.0,1695283.0,3927.0,1031.0,1834.0,490.0,,28196.0,7737.0,6081.0,,37582.0,,6397.0,440.0,6513.0,47571.0,54.0,19317984
354,2021-12-02,1781957,1149,10738231.0,7307.0,56684.0,66.0,8.0,1691356.0,2172.0,1076.0,1411.0,,,30154.0,3875.0,3432.0,,12831.0,,6934.0,169.0,6718.0,48307.0,53.0,19317984
355,2021-12-01,1780808,1141,10730924.0,7726.0,56618.0,89.0,10.0,1689184.0,2432.0,1121.0,1355.0,,,32500.0,3660.0,4066.0,,9913.0,,6998.0,171.0,6910.0,48552.0,53.0,19317984
356,2021-11-30,1779667,1622,10723198.0,10793.0,56529.0,147.0,17.0,1686752.0,3548.0,1146.0,1932.0,,,33627.0,4980.0,5813.0,,17930.0,,7172.0,369.0,7175.0,49516.0,57.0,19317984
357,2021-11-29,1778045,1096,10712405.0,5468.0,56382.0,107.0,15.0,1683204.0,3262.0,1203.0,1582.0,,,34777.0,2801.0,2667.0,,10057.0,,7569.0,,7336.0,46396.0,57.0,19317984
358,2021-11-28,1776949,1377,10706937.0,8728.0,56275.0,106.0,18.0,1679942.0,4758.0,1212.0,1579.0,,,36168.0,3584.0,5144.0,,12410.0,,7646.0,184.0,7512.0,49539.0,50.0,19317984
359,2021-11-27,1775572,1727,10698209.0,11447.0,56169.0,180.0,19.0,1675184.0,5083.0,1265.0,1961.0,353.0,,37236.0,5526.0,5921.0,,25582.0,,7714.0,392.0,7847.0,50229.0,51.0,19317984
360,2021-11-26,1773845,1958,10686762.0,12917.0,55989.0,160.0,45.0,1670101.0,6464.0,1312.0,1977.0,306.0,,36612.0,6776.0,6141.0,,29785.0,,8338.0,431.0,8544.0,49221.0,50.0,19317984
361,2021-11-25,1771887,2104,10673845.0,14514.0,55829.0,212.0,35.0,1663637.0,4704.0,1341.0,1492.0,291.0,,38884.0,8047.0,6467.0,,28660.0,,8859.0,424.0,9012.0,50819.0,44.0,19317984
362,2021-11-24,1769783,2796,10659331.0,15939.0,55617.0,231.0,36.0,1658933.0,5754.0,1380.0,1680.0,315.0,,46169.0,8811.0,7128.0,,31203.0,,9452.0,650.0,9675.0,52358.0,64.0,19317984
363,2021-11-23,1766987,2736,10643392.0,15133.0,55386.0,273.0,30.0,1653179.0,7447.0,1490.0,2094.0,379.0,,48788.0,8452.0,6681.0,,39596.0,,10162.0,588.0,10204.0,53621.0,54.0,19317984
364,2021-11-22,1764251,1550,10628259.0,5149.0,55113.0,154.0,29.0,1645732.0,6388.0,1539.0,1352.0,,,56563.0,3586.0,1563.0,,13226.0,,11116.0,315.0,10785.0,54357.0,59.0,19317984
365,2021-11-21,1762701,1936,10623110.0,8981.0,54959.0,121.0,16.0,1639344.0,7199.0,1573.0,1417.0,,,58722.0,3978.0,5003.0,,13827.0,,11119.0,289.0,10905.0,56739.0,59.0,19317984
366,2021-11-20,1760765,2697,10614129.0,13236.0,54838.0,214.0,43.0,1632145.0,8726.0,1591.0,2183.0,313.0,,62441.0,6491.0,6745.0,,27591.0,,11123.0,539.0,11469.0,57196.0,50.0,19317984
367,2021-11-19,1758068,2889,10600893.0,13596.0,54624.0,281.0,27.0,1623419.0,9836.0,1604.0,2080.0,279.0,,62054.0,7091.0,6505.0,,31141.0,,11961.0,606.0,12418.0,58878.0,60.0,19317984
368,2021-11-18,1755179,3076,10587297.0,13968.0,54343.0,332.0,76.0,1613583.0,6763.0,1632.0,2284.0,301.0,,66093.0,8018.0,5950.0,,30768.0,,12599.0,676.0,12957.0,60200.0,72.0,19317984
369,2021-11-17,1752103,3535,10573329.0,15920.0,54011.0,350.0,51.0,1606820.0,8164.0,1655.0,2369.0,309.0,,69674.0,8941.0,6979.0,,32519.0,,13336.0,757.0,13678.0,60822.0,71.0,19317984
370,2021-11-16,1748568,4128,10557409.0,16535.0,53661.0,397.0,54.0,1598656.0,10800.0,1681.0,2953.0,414.0,,76355.0,9227.0,7308.0,,39105.0,,14054.0,919.0,14385.0,62093.0,69.0,19317984
371,2021-11-15,1744440,2136,10540874.0,5593.0,53264.0,195.0,16.0,1587856.0,9149.0,1720.0,1941.0,,,81981.0,3544.0,2049.0,,13559.0,,15189.0,391.0,14703.0,61431.0,80.0,19317984
372,2021-11-14,1742304,3021,10535281.0,10452.0,53069.0,233.0,10.0,1578707.0,10289.0,1731.0,2180.0,,,84557.0,4907.0,5545.0,,12991.0,,15139.0,440.0,14792.0,63916.0,92.0,19317984
373,2021-11-13,1739283,4006,10524829.0,15512.0,52836.0,323.0,19.0,1568418.0,12015.0,1743.0,2998.0,389.0,,88389.0,7495.0,8017.0,,29810.0,,15027.0,743.0,15313.0,64696.0,92.0,19317984
374,2021-11-12,1735277,4844,10509317.0,15540.0,52513.0,307.0,21.0,1556403.0,13742.0,1733.0,3080.0,326.0,,92489.0,8201.0,7339.0,,32866.0,,16019.0,736.0,15828.0,64409.0,79.0,19317984
375,2021-11-11,1730433,5416,10493777.0,17114.0,52206.0,318.0,15.0,1542661.0,9710.0,1772.0,3471.0,309.0,,97289.0,9748.0,7366.0,,34705.0,,16588.0,881.0,15397.0,63874.0,69.0,19317984
376,2021-11-10,1725017,6291,10476663.0,18259.0,51888.0,405.0,8.0,1532951.0,11255.0,1823.0,3886.0,414.0,,101009.0,10350.0,7909.0,,36077.0,,17438.0,985.0,15993.0,63876.0,75.0,19317984
377,2021-11-09,1718726,7589,10458404.0,19449.0,51483.0,487.0,25.0,1521696.0,13920.0,1850.0,4934.0,469.0,,107221.0,10676.0,8773.0,,45326.0,,18082.0,1190.0,21611.0,63970.0,92.0,19317984
378,2021-11-08,1711137,4255,10438955.0,7702.0,50996.0,241.0,1.0,1507776.0,11303.0,1870.0,3440.0,,,117207.0,4737.0,2965.0,,18233.0,,18849.0,513.0,17795.0,62766.0,145.0,19317984
379,2021-11-07,1706882,5293,10431253.0,13072.0,50755.0,273.0,10.0,1496473.0,12675.0,1868.0,3693.0,,,119167.0,6198.0,6874.0,,17380.0,,18485.0,726.0,17514.0,63341.0,118.0,19317984
380,2021-11-06,1701589,8057,10418181.0,18189.0,50482.0,395.0,5.0,1483798.0,14495.0,1867.0,4906.0,383.0,,106261.0,8958.0,9231.0,,37493.0,,18249.0,946.0,18073.0,62477.0,112.0,19317984
381,2021-11-05,1693532,8268,10399992.0,19007.0,50087.0,483.0,20.0,1469303.0,15529.0,1877.0,5041.0,399.0,,130318.0,10058.0,8949.0,,38794.0,,19013.0,1163.0,18455.0,62812.0,102.0,19317984
382,2021-11-04,1685264,8971,10380985.0,20020.0,49604.0,489.0,55.0,1453774.0,12434.0,1902.0,5125.0,463.0,,144856.0,11200.0,8820.0,,38369.0,,19316.0,1250.0,18719.0,63300.0,92.0,19317984
383,2021-11-03,1676293,10196,10360965.0,22008.0,49115.0,451.0,2.0,1441340.0,12183.0,1890.0,5747.0,486.0,,148580.0,12050.0,9958.0,,42239.0,,19741.0,1313.0,19053.0,59791.0,92.0,19317984
384,2021-11-02,1666097,11073,10338957.0,22560.0,48664.0,591.0,5.0,1429157.0,13551.0,1876.0,7023.0,690.0,,152580.0,12191.0,10369.0,,49671.0,,19987.0,1395.0,19598.0,58188.0,92.0,19317984
385,2021-11-01,1655024,6993,10316397.0,9201.0,48073.0,322.0,11.0,1415606.0,9912.0,1876.0,4661.0,,,146431.0,5855.0,3346.0,,19008.0,,20561.0,607.0,19372.0,59337.0,96.0,19317984
386,2021-10-31,1648031,7424,10307196.0,14906.0,47751.0,427.0,33.0,1405694.0,10337.0,1874.0,5106.0,,,148545.0,7446.0,7460.0,,19995.0,,20005.0,764.0,18993.0,59996.0,100.0,19317984
387,2021-10-30,1640607,12106,10292290.0,22113.0,47324.0,413.0,18.0,1395357.0,13035.0,1858.0,6637.0,574.0,,149015.0,11511.0,10602.0,,40207.0,,19784.0,1268.0,19257.0,57621.0,101.0,19317984
388,2021-10-29,1628501,12474,10270177.0,22676.0,46911.0,481.0,1.0,1382322.0,11276.0,1875.0,7102.0,607.0,,159629.0,11980.0,10696.0,,44003.0,,20092.0,1392.0,19353.0,58037.0,96.0,19317984
389,2021-10-28,1616027,13197,10247501.0,23994.0,46430.0,415.0,2.0,1371046.0,12516.0,1881.0,7483.0,712.0,,149355.0,13361.0,10633.0,,44105.0,,20249.0,1337.0,19314.0,56208.0,102.0,19317984
390,2021-10-27,1602830,14950,10223507.0,26202.0,46015.0,512.0,4.0,1358530.0,13206.0,1861.0,7781.0,860.0,,148914.0,14557.0,11645.0,,48942.0,,20442.0,1470.0,19632.0,56195.0,96.0,19317984
391,2021-10-26,1587880,16765,10197305.0,25350.0,45503.0,523.0,12.0,1345324.0,14099.0,1867.0,9373.0,1308.0,,149377.0,13268.0,12082.0,,53356.0,,20637.0,1557.0,19917.0,56797.0,95.0,19317984
392,2021-10-25,1571115,9187,10171955.0,11604.0,44980.0,301.0,2.0,1331225.0,7518.0,1855.0,6325.0,,,149696.0,8173.0,3431.0,,19694.0,,20962.0,724.0,19634.0,57972.0,91.0,19317984
393,2021-10-24,1561928,11725,10160351.0,19041.0,44679.0,389.0,8.0,1323707.0,9951.0,1846.0,7171.0,,,149426.0,9631.0,9410.0,,23745.0,,20323.0,911.0,16954.0,58851.0,93.0,19317984
394,2021-10-23,1550203,15261,10141310.0,25480.0,44290.0,446.0,9.0,1313756.0,13388.0,1854.0,9051.0,694.0,,145563.0,12080.0,13400.0,,46698.0,,19823.0,1604.0,18837.0,57338.0,98.0,19317984
395,2021-10-22,1534942,15410,10115830.0,25032.0,43844.0,357.0,1.0,1300368.0,11607.0,1848.0,8822.0,664.0,,146634.0,13225.0,11807.0,,41044.0,,20071.0,1283.0,18738.0,53908.0,92.0,19317984
396,2021-10-21,1519532,16110,10090798.0,26097.0,43487.0,448.0,,1288761.0,13410.0,1815.0,9440.0,628.0,,140921.0,13986.0,12111.0,,40783.0,,19936.0,1399.0,18774.0,55623.0,92.0,19317984
397,2021-10-20,1503422,17158,10064701.0,28251.0,43039.0,423.0,9.0,1275351.0,14084.0,1799.0,9471.0,699.0,,137019.0,14985.0,13266.0,,45013.0,,19728.0,1514.0,18463.0,56846.0,144.0,19317984
398,2021-10-19,1486264,18863,10036450.0,27819.0,42616.0,574.0,13.0,1261267.0,15845.0,1805.0,11172.0,867.0,,137484.0,15039.0,12780.0,,53235.0,,19730.0,1568.0,18506.0,56258.0,144.0,19317984
399,2021-10-18,1467401,10141,10008631.0,11427.0,42042.0,261.0,,1245422.0,6590.0,1764.0,7454.0,,,138567.0,6905.0,4522.0,,23183.0,,19745.0,819.0,17757.0,57451.0,169.0,19317984
400,2021-10-17,1457260,11546,9997204.0,17638.0,41781.0,299.0,1.0,1238832.0,7431.0,1750.0,7640.0,,,136423.0,8297.0,9341.0,,23585.0,,18901.0,871.0,17140.0,59743.0,188.0,19317984
401,2021-10-16,1445714,15239,9979566.0,25923.0,41482.0,352.0,2.0,1231401.0,10448.0,1739.0,8918.0,603.0,,131768.0,12684.0,13239.0,,43326.0,,18361.0,1188.0,16975.0,58103.0,196.0,19317984
402,2021-10-15,1430475,15828,9953643.0,26436.0,41130.0,365.0,2.0,1220953.0,10459.0,1729.0,8213.0,642.0,,125797.0,14067.0,12369.0,,41219.0,,18000.0,1242.0,16606.0,59229.0,176.0,19317984
403,2021-10-14,1414647,16383,9927207.0,26171.0,40765.0,304.0,1.0,1210494.0,11227.0,1727.0,8851.0,690.0,,122331.0,15320.0,10851.0,,41674.0,,17610.0,1434.0,16153.0,59649.0,188.0,19317984
404,2021-10-13,1398264,15733,9901036.0,26700.0,40461.0,390.0,8.0,1199267.0,10292.0,1676.0,9382.0,682.0,,118216.0,14475.0,12225.0,,43145.0,,17432.0,1419.0,15824.0,57982.0,246.0,19317984
405,2021-10-12,1382531,16743,9874336.0,26586.0,40071.0,442.0,,1188975.0,11271.0,1667.0,11061.0,797.0,,115997.0,14434.0,12152.0,,52959.0,,17141.0,1466.0,15653.0,59886.0,251.0,19317984
406,2021-10-11,1365788,9148,9847750.0,10653.0,39629.0,209.0,,1177704.0,2921.0,1632.0,6529.0,,,115146.0,6850.0,3803.0,,21449.0,,16981.0,650.0,15270.0,60383.0,251.0,19317984
407,2021-10-10,1356640,10400,9837097.0,18264.0,39420.0,211.0,,1174783.0,2644.0,1603.0,5912.0,,,109407.0,8139.0,10125.0,,25322.0,,16179.0,786.0,14775.0,62952.0,252.0,19317984
408,2021-10-09,1346240,14019,9818833.0,24392.0,39209.0,282.0,3.0,1172139.0,7592.0,1593.0,7427.0,694.0,,103817.0,12862.0,11530.0,,43218.0,,15550.0,1292.0,14475.0,63551.0,250.0,19317984
409,2021-10-08,1332221,13854,9794441.0,23776.0,38927.0,385.0,28.0,1164547.0,6094.0,1561.0,7875.0,705.0,,100809.0,12415.0,11361.0,,42239.0,,15467.0,1198.0,13894.0,74870.0,250.0,19317984
410,2021-10-07,1318367,14467,9770665.0,25484.0,38542.0,282.0,19.0,1158453.0,9470.0,1556.0,8226.0,722.0,,96438.0,14360.0,11124.0,,40776.0,,14943.0,1027.0,13466.0,75206.0,250.0,19317984
411,2021-10-06,1303900,14744,9745181.0,27351.0,38260.0,331.0,3.0,1148983.0,9673.0,1513.0,7913.0,751.0,,89770.0,14796.0,12555.0,,42920.0,,14569.0,1437.0,13207.0,74369.0,222.0,19317984
412,2021-10-05,1289156,15037,9717830.0,26554.0,37929.0,252.0,,1139310.0,8519.0,1480.0,9623.0,1110.0,,85339.0,13743.0,12811.0,,51184.0,,14402.0,1809.0,12829.0,62563.0,197.0,19317984
413,2021-10-04,1274119,8292,9691276.0,10689.0,37677.0,133.0,,1130791.0,1695.0,1468.0,5987.0,,,79778.0,6378.0,4312.0,,21314.0,,14153.0,1343.0,12327.0,61581.0,189.0,19317984
414,2021-10-03,1265827,8682,9680587.0,18040.0,37544.0,150.0,,1129096.0,1532.0,1440.0,5653.0,,,76997.0,7706.0,10334.0,,28035.0,,13319.0,1715.0,11683.0,62139.0,180.0,19317984
415,2021-10-02,1257145,12590,9662547.0,26553.0,37394.0,184.0,,1127564.0,5843.0,1412.0,7316.0,1034.0,,74140.0,11613.0,14940.0,,52429.0,,12740.0,3090.0,11374.0,62605.0,163.0,19317984
416,2021-10-01,1244555,10887,9635994.0,24982.0,37210.0,169.0,,1121721.0,2905.0,1391.0,7072.0,810.0,,69305.0,11844.0,13138.0,,42065.0,,12592.0,3111.0,9905.0,62917.0,166.0,19317984
417,2021-09-30,1233668,12032,9611012.0,25581.0,37041.0,176.0,,1118816.0,8274.0,1364.0,7134.0,859.0,,61976.0,12775.0,12806.0,,42395.0,,12168.0,928.0,10630.0,63120.0,166.0,19317984
418,2021-09-29,1221636,10826,9585431.0,27457.0,36865.0,207.0,,1110542.0,6046.0,1320.0,7090.0,748.0,,57987.0,13184.0,14273.0,,42978.0,,11742.0,906.0,10376.0,62384.0,173.0,19317984
419,2021-09-28,1210810,11049,9557974.0,25282.0,36658.0,208.0,,1104496.0,5701.0,1267.0,8543.0,1083.0,,54953.0,12250.0,13032.0,,48100.0,,11431.0,938.0,10066.0,61743.0,183.0,19317984
420,2021-09-27,1199761,5655,9532692.0,9107.0,36450.0,109.0,,1098795.0,641.0,1218.0,4754.0,,,50421.0,4888.0,4219.0,,19640.0,,11032.0,522.0,9543.0,59687.0,227.0,19317984
421,2021-09-26,1194106,6333,9523585.0,16062.0,36341.0,111.0,,1098154.0,2018.0,1220.0,4278.0,,,49407.0,6201.0,9861.0,,28208.0,,10313.0,468.0,9185.0,59899.0,227.0,19317984
422,2021-09-25,1187773,7676,9507523.0,22530.0,36230.0,121.0,,1096136.0,2985.0,1195.0,5382.0,666.0,,47502.0,10070.0,12460.0,,44834.0,,9852.0,597.0,8841.0,60407.0,225.0,19317984
423,2021-09-24,1180097,7116,9484993.0,21211.0,36109.0,145.0,,1093151.0,2771.0,1116.0,5195.0,621.0,,43720.0,9432.0,11779.0,,35449.0,,9476.0,634.0,8521.0,60072.0,225.0,19317984
424,2021-09-23,1172981,7095,9463782.0,21764.0,35964.0,113.0,,1090380.0,4029.0,1067.0,5109.0,671.0,,39795.0,10872.0,10982.0,,31953.0,,9078.0,652.0,8106.0,58945.0,231.0,19317984
425,2021-09-22,1165886,7045,9442018.0,23219.0,35851.0,130.0,,1086351.0,3650.0,1037.0,5064.0,587.0,,36497.0,11002.0,12217.0,,30732.0,,8724.0,622.0,7777.0,57368.0,234.0,19317984
426,2021-09-21,1158841,6789,9418799.0,23056.0,35721.0,129.0,,1082701.0,2887.0,990.0,5842.0,758.0,,31859.0,10728.0,12328.0,,36630.0,,8334.0,580.0,7485.0,56326.0,213.0,19317984
427,2021-09-20,1152052,3342,9395743.0,7109.0,35592.0,78.0,,1079814.0,406.0,952.0,3194.0,,,29093.0,3589.0,3520.0,,14010.0,,7884.0,399.0,6990.0,56969.0,223.0,19317984
428,2021-09-19,1148710,3817,9388634.0,14327.0,35514.0,58.0,,1079408.0,974.0,849.0,2944.0,,,28127.0,5174.0,9153.0,,21129.0,,7388.0,305.0,6703.0,56559.0,350.0,19317984
429,2021-09-18,1144893,5388,9374307.0,19677.0,35456.0,97.0,,1078434.0,2935.0,798.0,3877.0,574.0,,26229.0,7730.0,11947.0,,32637.0,,6980.0,497.0,6372.0,55174.0,343.0,19317984
430,2021-09-17,1139505,4478,9354630.0,19108.0,35359.0,73.0,,1075499.0,1947.0,762.0,3497.0,537.0,,24358.0,7782.0,11326.0,,26950.0,,6727.0,399.0,6038.0,54869.0,326.0,19317984
431,2021-09-16,1135027,4441,9335522.0,18946.0,35286.0,71.0,,1073552.0,2907.0,741.0,3144.0,527.0,,22230.0,8610.0,10336.0,,24450.0,,6271.0,463.0,5668.0,54438.0,326.0,19317984
432,2021-09-15,1130586,4004,9316576.0,19673.0,35215.0,83.0,2.0,1070645.0,2523.0,696.0,2661.0,500.0,,20142.0,9372.0,10301.0,,24935.0,,5868.0,435.0,5373.0,54470.0,225.0,19317984
433,2021-09-14,1126582,3929,9296903.0,18645.0,35132.0,96.0,,1068122.0,2133.0,675.0,2803.0,510.0,,18504.0,8417.0,10228.0,,28804.0,,5622.0,383.0,5050.0,54073.0,238.0,19317984
434,2021-09-13,1122653,1849,9278258.0,6126.0,35036.0,46.0,,1065989.0,279.0,633.0,1609.0,,,17693.0,2701.0,3425.0,,15906.0,,5288.0,142.0,4683.0,53571.0,236.0,19317984
435,2021-09-12,1120804,2255,9272132.0,11672.0,34990.0,29.0,,1065710.0,876.0,600.0,1509.0,,,19636.0,3858.0,7814.0,,21538.0,,4813.0,225.0,4404.0,53955.0,236.0,19317984
436,2021-09-11,1118549,2648,9260460.0,16652.0,34961.0,47.0,,1064834.0,1474.0,581.0,1877.0,575.0,,18891.0,5932.0,10720.0,,32160.0,,4454.0,261.0,4171.0,54414.0,107.0,19317984
437,2021-09-10,1115901,2520,9243808.0,16061.0,34914.0,43.0,2.0,1063360.0,994.0,543.0,1712.0,509.0,,14595.0,6070.0,9991.0,,27905.0,,4298.0,259.0,3838.0,54229.0,97.0,19317984
438,2021-09-09,1113381,2226,9227747.0,15261.0,34871.0,79.0,40.0,1062366.0,1435.0,523.0,1650.0,479.0,,13939.0,6721.0,8540.0,,23967.0,,3985.0,240.0,3647.0,54291.0,86.0,19317984
439,2021-09-08,1111155,2079,9212486.0,17132.0,34792.0,30.0,2.0,1060931.0,1294.0,470.0,1445.0,468.0,,12575.0,7522.0,9610.0,,23710.0,,3742.0,289.0,3324.0,54237.0,76.0,19317984
440,2021-09-07,1109076,2033,9195354.0,17078.0,34762.0,48.0,,1059637.0,1050.0,426.0,1724.0,582.0,,11513.0,7798.0,9280.0,,28352.0,,3527.0,246.0,3177.0,53748.0,76.0,19317984
441,2021-09-06,1107043,1035,9178276.0,5630.0,34714.0,25.0,,1058587.0,0.0,405.0,855.0,,,11024.0,2514.0,3116.0,,12148.0,,3338.0,97.0,2998.0,53605.0,68.0,19317984
442,2021-09-05,1106008,1242,9172646.0,12683.0,34689.0,11.0,,1058587.0,372.0,372.0,862.0,,,10760.0,3356.0,9327.0,,19221.0,,3061.0,86.0,2783.0,53755.0,74.0,19317984
443,2021-09-04,1104766,1568,9159963.0,16107.0,34678.0,28.0,,1058215.0,693.0,358.0,1094.0,651.0,,10233.0,5074.0,11033.0,,28665.0,,2887.0,169.0,2696.0,54583.0,75.0,19317984
